client_id,subscription_id,cycle_number,tenure_months,contract,monthly_charges,total_charges,payment_method,paperless_billing,nivel_reportes,control_stock,duracion_ciclo_dias,dias_restantes_al_corte,renovacion_automatica,alertas_enviadas,renovaciones_previas,region,client_estado,partner,dependents,target_renovo
CL-01441,383,56,56,mensual,269.67,14590.47,factura,1,basico,0,30,27,0,0,55,Lima,inactivo,no,si,1
CL-01442,1469,1,1,mensual,27.86,23.27,yape,0,basico,0,30,17,0,0,0,Lima,inactivo,no,no,0
CL-01443,2305,26,26,mensual,55.69,1489.05,tarjeta,0,basico,1,30,8,0,0,25,Trujillo,activo,no,no,1
CL-01444,1135,34,34,mensual,133.04,4124.7,tarjeta,0,avanzado,0,30,22,0,0,33,Piura,activo,no,no,1
CL-01445,467,20,20,mensual,179.34,2864.98,factura,1,avanzado,0,30,44,0,0,19,Lima,activo,no,si,1
CL-01446,1928,3,39,anual,200.85,8108.02,transferencia,0,avanzado,0,365,17,1,0,2,Arequipa,activo,no,no,1
CL-01447,743,5,72,enterprise,462.53,30037.14,factura,1,basico,0,365,22,1,0,4,Trujillo,activo,si,no,1
CL-01448,499,29,29,mensual,84.16,1944.34,yape,1,basico,0,30,16,0,0,28,Trujillo,activo,no,si,1
CL-01449,1629,1,21,anual,123.48,2516.76,yape,1,avanzado,0,365,39,1,0,0,Trujillo,activo,no,si,1
CL-01450,2146,57,57,mensual,136.38,6375.47,transferencia,0,avanzado,0,30,31,0,0,56,Piura,activo,no,si,1
CL-01451,2371,3,38,enterprise,230.79,7071.27,yape,1,basico,0,365,28,1,0,2,Lima,activo,si,no,1
CL-01452,1118,5,67,anual,208.54,11600.79,factura,0,basico,0,365,31,1,0,4,Cusco,activo,si,no,1
CL-01453,2363,2,36,enterprise,70.29,2336.82,yape,1,basico,1,365,19,1,0,1,Chiclayo,activo,no,no,1
CL-01454,914,2,26,enterprise,461.74,10057.71,factura,0,avanzado,0,365,37,1,0,1,Lima,activo,si,si,0
CL-01455,1232,1,1,mensual,126.85,96.69,tarjeta,1,avanzado,0,30,28,0,0,0,Cusco,inactivo,no,no,0
CL-01456,1791,1,1,mensual,98.91,85.68,yape,1,avanzado,1,30,4,0,0,0,Trujillo,activo,no,no,0
CL-01457,2287,1,1,mensual,31.77,26.06,transferencia,0,premium,1,30,17,0,0,0,Lima,inactivo,si,si,0
CL-01458,828,41,41,mensual,58.9,2181.7,tarjeta,0,avanzado,0,30,40,0,0,40,Lima,activo,no,si,1
CL-01459,607,1,1,enterprise,460.38,408.76,transferencia,1,avanzado,1,365,12,0,0,0,Piura,activo,no,no,0
CL-01460,2225,63,63,mensual,111.99,5456.8,transferencia,1,basico,1,30,44,0,0,62,Arequipa,activo,si,si,1
CL-01461,344,2,33,enterprise,365.17,9924.81,factura,0,basico,1,365,37,1,0,1,Lima,activo,no,si,1
CL-01462,2189,26,26,mensual,58.65,1272.45,transferencia,0,basico,1,30,45,0,0,25,Chiclayo,activo,no,no,1
CL-01463,1220,11,11,mensual,114.55,1128.28,tarjeta,1,basico,1,30,36,0,0,10,Lima,activo,si,no,0
CL-01464,81,47,47,mensual,41.51,1944.46,factura,1,basico,1,30,6,0,1,46,Lima,activo,no,no,1
CL-01465,1835,1,12,anual,180.08,1762.44,tarjeta,0,basico,0,365,9,1,1,0,Lima,activo,si,si,1
CL-01466,459,1,8,anual,243.1,1550.89,yape,1,basico,1,365,22,1,0,0,Chiclayo,activo,no,no,1
CL-01467,1152,61,61,mensual,113.31,5186.05,transferencia,0,premium,0,30,17,0,0,60,Lima,activo,si,si,1
CL-01468,1840,41,41,mensual,68.54,2618.91,transferencia,0,avanzado,0,30,43,0,0,40,Piura,activo,no,no,1
CL-01469,1145,2,26,anual,148.33,3269.19,transferencia,0,avanzado,0,365,39,1,0,1,Piura,activo,si,no,1
CL-01470,1350,48,48,mensual,154.02,7031.05,yape,0,basico,1,30,35,0,0,47,Lima,activo,no,no,1
CL-01471,515,2,32,enterprise,300.01,9187.92,factura,0,avanzado,0,365,43,0,0,1,Cusco,activo,no,si,1
CL-01472,205,41,41,mensual,88.47,2769.1,factura,1,premium,1,30,3,0,1,40,Arequipa,activo,no,no,1
CL-01473,524,12,12,mensual,234.94,2468.35,factura,0,basico,1,30,32,0,0,11,Trujillo,inactivo,no,no,1
CL-01474,1025,72,72,mensual,62.0,4644.32,tarjeta,1,premium,0,30,40,0,0,71,Lima,inactivo,no,si,1
CL-01475,728,18,18,mensual,148.45,2224.64,tarjeta,1,premium,0,30,44,0,0,17,Lima,activo,si,no,1
CL-01476,89,70,70,mensual,61.45,3909.48,tarjeta,0,avanzado,0,30,38,0,0,69,Lima,activo,no,no,1
CL-01477,1124,27,27,mensual,147.42,3627.46,factura,0,avanzado,1,30,37,0,0,26,Lima,activo,si,si,1
CL-01478,649,4,52,enterprise,404.11,17402.84,tarjeta,0,basico,0,365,36,1,0,3,Lima,activo,no,no,1
CL-01479,2041,50,50,mensual,76.81,3778.2,yape,1,basico,1,30,6,0,0,49,Trujillo,activo,no,si,1
CL-01480,440,60,60,mensual,59.1,2663.42,factura,0,avanzado,1,30,19,0,0,59,Lima,activo,no,no,1
CL-01481,1447,11,11,mensual,37.46,337.08,transferencia,1,premium,0,30,40,0,0,10,Lima,suspendido,no,no,1
CL-01482,2065,58,58,mensual,68.6,3691.36,tarjeta,1,avanzado,1,30,29,0,0,57,Arequipa,activo,si,si,1
CL-01483,1181,5,72,anual,264.48,19522.21,tarjeta,1,basico,0,365,12,1,1,4,Trujillo,inactivo,no,si,1
CL-01484,2142,26,26,mensual,62.18,1217.13,yape,0,basico,0,30,33,0,0,25,Piura,activo,si,no,1
CL-01485,1853,2,33,anual,157.91,4847.61,transferencia,1,avanzado,1,365,2,1,1,1,Lima,activo,no,si,0
CL-01486,2064,19,19,mensual,34.82,496.85,transferencia,0,premium,0,30,18,0,0,18,Cusco,activo,si,no,1
CL-01487,822,1,23,enterprise,284.26,6125.08,tarjeta,0,basico,0,365,34,1,0,0,Lima,activo,no,no,0
CL-01488,67,72,72,mensual,59.3,3729.4,factura,1,basico,0,30,36,0,0,71,Trujillo,activo,no,no,1
CL-01489,1868,1,7,enterprise,320.5,1975.03,factura,1,avanzado,1,365,23,0,0,0,Chiclayo,activo,no,no,0
CL-01490,1869,9,9,mensual,103.19,966.09,transferencia,1,basico,1,30,13,0,1,8,Lima,activo,no,si,0
CL-01491,2284,71,71,mensual,59.44,4028.95,transferencia,1,basico,0,30,23,0,0,70,Arequipa,activo,si,si,1
CL-01492,1513,3,47,enterprise,201.96,7678.41,transferencia,1,basico,0,365,9,1,1,2,Lima,activo,no,si,1
CL-01493,1357,5,72,anual,114.73,8666.99,tarjeta,1,avanzado,1,365,43,0,0,4,Arequipa,activo,si,no,1
CL-01494,1717,1,21,enterprise,88.29,1533.34,factura,0,basico,0,365,39,1,0,0,Arequipa,activo,no,no,1
CL-01495,1835,35,35,mensual,184.05,6156.84,transferencia,0,basico,0,30,33,0,0,34,Cusco,activo,si,no,1
CL-01496,120,1,16,anual,152.42,2326.75,tarjeta,0,avanzado,1,365,16,1,0,0,Cusco,activo,no,no,0
CL-01497,1731,2,35,enterprise,70.87,2492.65,yape,1,avanzado,1,365,7,0,0,1,Lima,activo,no,no,1
CL-01498,516,1,1,anual,132.37,115.12,factura,0,avanzado,0,365,3,0,1,0,Lima,inactivo,no,no,0
CL-01499,1361,49,49,mensual,199.28,9362.31,tarjeta,0,avanzado,0,30,18,0,0,48,Lima,activo,si,si,1
CL-01500,523,3,40,anual,126.32,4738.43,yape,0,avanzado,0,365,38,1,0,2,Arequipa,activo,no,si,1
CL-01501,1138,2,30,anual,315.94,8349.59,factura,1,avanzado,1,365,17,1,0,1,Chiclayo,activo,no,no,1
CL-01502,405,1,22,enterprise,200.23,4514.25,tarjeta,1,basico,0,365,36,1,0,0,Trujillo,activo,si,si,1
CL-01503,2202,10,10,mensual,144.84,1195.77,yape,1,basico,1,30,8,0,1,9,Lima,activo,no,si,0
CL-01504,1433,50,50,mensual,160.63,6564.0,transferencia,0,avanzado,0,30,37,0,0,49,Chiclayo,activo,si,no,1
CL-01505,72,1,3,enterprise,339.26,955.81,yape,0,basico,0,365,4,1,1,0,Piura,activo,si,no,1
CL-01506,837,44,44,mensual,44.08,1565.35,tarjeta,1,basico,1,30,16,0,0,43,Lima,activo,si,no,1
CL-01507,201,5,72,anual,123.23,8863.67,tarjeta,0,basico,1,365,7,0,1,4,Trujillo,activo,no,si,1
CL-01508,1145,68,68,mensual,160.17,9278.55,transferencia,0,premium,1,30,28,0,0,67,Lima,activo,no,no,1
CL-01509,601,1,1,mensual,73.83,64.7,tarjeta,1,premium,0,30,9,0,0,0,Chiclayo,activo,si,no,0
CL-01510,1798,1,19,anual,264.83,4803.8,transferencia,0,basico,0,365,1,1,1,0,Lima,activo,no,si,1
CL-01511,2396,42,42,mensual,107.83,4599.2,tarjeta,0,basico,0,30,15,0,0,41,Piura,activo,si,no,1
CL-01512,1362,30,30,mensual,146.0,4191.62,yape,0,basico,0,30,1,0,0,29,Arequipa,activo,no,si,1
CL-01513,17,1,1,anual,78.8,61.33,tarjeta,0,basico,0,365,18,0,0,0,Cusco,activo,no,no,0
CL-01514,1138,3,41,anual,117.35,4096.47,yape,0,basico,1,365,12,0,1,2,Lima,activo,no,no,1
CL-01515,2402,2,32,enterprise,181.62,5666.65,tarjeta,0,basico,1,365,42,1,0,1,Arequipa,activo,si,no,1
CL-01516,2272,72,72,mensual,153.14,11272.24,yape,0,avanzado,1,30,24,0,0,71,Arequipa,activo,no,no,1
CL-01517,1331,26,26,mensual,148.21,3622.82,tarjeta,1,premium,1,30,20,0,0,25,Lima,activo,no,si,1
CL-01518,1594,5,61,enterprise,380.22,21543.13,tarjeta,1,basico,1,365,28,0,0,4,Arequipa,activo,si,no,1
CL-01519,866,1,1,mensual,97.43,84.16,tarjeta,0,basico,0,30,7,0,1,0,Chiclayo,activo,no,no,0
CL-01520,1716,7,7,mensual,63.99,400.19,yape,1,avanzado,1,30,7,0,1,6,Arequipa,activo,si,si,0
CL-01521,2191,50,50,mensual,106.71,4693.47,tarjeta,1,basico,0,30,7,0,1,49,Lima,activo,si,si,1
CL-01522,450,58,58,mensual,74.27,3302.05,yape,0,basico,0,30,40,0,0,57,Arequipa,inactivo,si,si,1
CL-01523,2320,1,8,enterprise,398.01,2408.93,tarjeta,0,basico,0,365,34,1,0,0,Piura,activo,si,si,0
CL-01524,1507,2,32,enterprise,245.9,7359.07,factura,0,avanzado,0,365,44,1,0,1,Lima,activo,si,no,1
CL-01525,163,1,1,anual,136.01,122.81,tarjeta,1,basico,1,365,37,0,0,0,Lima,activo,si,no,0
CL-01526,1289,27,27,mensual,141.1,3137.16,tarjeta,1,basico,0,30,6,0,1,26,Lima,activo,no,no,1
CL-01527,362,52,52,mensual,132.21,6997.47,yape,1,avanzado,1,30,8,0,1,51,Lima,activo,si,no,1
CL-01528,2358,21,21,mensual,35.41,603.8,tarjeta,0,basico,1,30,38,0,0,20,Arequipa,activo,no,no,1
CL-01529,2331,26,26,mensual,57.36,1431.93,transferencia,0,premium,1,30,25,0,0,25,Lima,activo,no,si,1
CL-01530,1852,4,4,mensual,175.15,691.15,yape,0,avanzado,0,30,28,0,0,3,Lima,activo,no,no,0
CL-01531,476,16,16,mensual,96.28,1543.67,yape,1,basico,1,30,11,0,1,15,Lima,activo,si,no,1
CL-01532,2096,72,72,mensual,34.48,2487.18,tarjeta,0,basico,0,30,23,0,0,71,Lima,activo,no,no,1
CL-01533,2432,2,34,anual,209.44,7037.32,tarjeta,0,premium,0,365,41,1,0,1,Arequipa,activo,no,si,1
CL-01534,1645,1,7,anual,138.28,858.91,tarjeta,0,basico,0,365,23,0,0,0,Trujillo,activo,no,no,1
CL-01535,1304,24,24,mensual,58.75,1321.41,transferencia,1,basico,0,30,31,0,0,23,Cusco,activo,no,no,1
CL-01536,817,1,1,mensual,55.0,55.4,yape,1,basico,0,30,34,0,0,0,Piura,activo,no,si,0
CL-01537,1418,1,7,enterprise,463.44,2842.1,transferencia,0,premium,0,365,42,0,0,0,Lima,activo,no,si,0
CL-01538,1653,5,65,anual,45.19,2794.17,factura,0,premium,0,365,10,1,1,4,Trujillo,activo,no,si,1
CL-01539,554,2,28,enterprise,173.0,3864.84,yape,1,avanzado,1,365,41,1,0,1,Lima,activo,si,si,1
CL-01540,2422,72,72,mensual,136.4,9029.32,transferencia,1,basico,1,30,28,0,0,71,Trujillo,activo,no,si,1
CL-01541,1496,2,30,enterprise,496.64,11804.84,transferencia,0,basico,1,365,38,1,0,1,Piura,activo,no,no,0
CL-01542,806,31,31,mensual,155.99,4584.66,transferencia,1,basico,0,30,12,0,0,30,Piura,activo,no,no,1
CL-01543,138,48,48,mensual,72.61,3007.97,tarjeta,1,basico,1,30,6,0,1,47,Trujillo,activo,si,no,1
CL-01544,428,1,1,mensual,193.27,158.16,tarjeta,0,premium,1,30,4,0,1,0,Lima,activo,si,si,0
CL-01545,1811,37,37,mensual,44.91,1426.08,tarjeta,1,avanzado,0,30,18,0,0,36,Lima,activo,no,si,1
CL-01546,781,31,31,mensual,142.29,4236.43,factura,0,basico,0,30,25,0,0,30,Lima,activo,no,no,1
CL-01547,452,68,68,mensual,147.58,10260.33,yape,1,avanzado,0,30,13,0,0,67,Lima,activo,no,si,1
CL-01548,1949,4,56,anual,125.63,5300.27,tarjeta,1,basico,0,365,13,1,0,3,Trujillo,activo,no,no,1
CL-01549,1958,4,4,mensual,149.97,480.12,tarjeta,0,avanzado,1,30,37,0,0,3,Lima,activo,no,no,0
CL-01550,215,62,62,mensual,85.98,5126.7,yape,0,basico,0,30,34,0,0,61,Lima,activo,si,si,1
CL-01551,833,25,25,mensual,153.6,3535.18,transferencia,1,avanzado,0,30,29,0,0,24,Cusco,activo,si,si,1
CL-01552,2324,10,10,mensual,32.15,271.91,tarjeta,1,basico,1,30,30,0,0,9,Trujillo,activo,no,no,1
CL-01553,306,37,37,mensual,131.06,4585.08,yape,0,basico,1,30,39,0,0,36,Lima,activo,no,si,1
CL-01554,1787,27,27,mensual,82.12,2239.76,yape,0,premium,1,30,11,0,1,26,Cusco,activo,si,no,1
CL-01555,918,70,70,mensual,196.71,11392.96,tarjeta,0,premium,0,30,43,0,0,69,Lima,activo,no,si,1
CL-01556,1520,3,40,enterprise,260.17,9321.39,yape,0,avanzado,1,365,39,1,0,2,Cusco,activo,no,si,1
CL-01557,1519,3,37,enterprise,362.76,10150.21,factura,1,avanzado,0,365,16,0,0,2,Piura,inactivo,si,si,0
CL-01558,441,54,54,mensual,152.06,8488.77,transferencia,1,basico,1,30,16,0,0,53,Cusco,activo,si,no,1
CL-01559,1740,4,59,anual,173.49,10138.6,yape,0,avanzado,1,365,9,1,0,3,Chiclayo,activo,no,no,1
CL-01560,1360,4,51,enterprise,373.62,17178.26,tarjeta,1,basico,1,365,32,1,0,3,Lima,activo,si,no,0
CL-01561,838,5,67,enterprise,426.14,29910.41,transferencia,0,basico,0,365,14,1,1,4,Lima,activo,no,no,1
CL-01562,40,3,47,anual,255.46,9798.19,yape,1,avanzado,1,365,13,1,1,2,Cusco,inactivo,si,no,1
CL-01563,2494,2,36,enterprise,84.29,2953.09,transferencia,1,avanzado,0,365,31,1,0,1,Cusco,activo,no,no,1
CL-01564,1420,5,62,enterprise,124.17,7551.13,transferencia,0,avanzado,1,365,9,1,1,4,Lima,activo,no,no,1
CL-01565,824,2,30,enterprise,377.2,11307.59,transferencia,1,avanzado,1,365,6,0,1,1,Arequipa,activo,no,si,0
CL-01566,748,33,33,mensual,57.59,1815.95,yape,1,avanzado,0,30,39,0,0,32,Lima,inactivo,no,no,1
CL-01567,853,72,72,mensual,175.31,10188.45,yape,0,avanzado,0,30,2,0,1,71,Lima,activo,no,no,1
CL-01568,1341,72,72,mensual,180.65,10111.49,yape,0,premium,1,30,42,0,0,71,Lima,activo,si,no,1
CL-01569,2349,32,32,mensual,65.59,1687.72,yape,0,basico,0,30,31,0,0,31,Lima,activo,si,si,1
CL-01570,905,21,21,mensual,38.75,819.85,factura,1,avanzado,0,30,16,0,0,20,Trujillo,activo,no,no,1
CL-01571,2077,68,68,mensual,91.92,5441.73,transferencia,0,premium,1,30,26,0,0,67,Arequipa,activo,no,no,1
CL-01572,1105,4,52,anual,285.46,13565.11,transferencia,0,avanzado,1,365,15,1,0,3,Trujillo,activo,si,no,1
CL-01573,1334,3,40,anual,113.22,3431.07,tarjeta,0,avanzado,1,365,19,1,0,2,Lima,inactivo,no,si,1
CL-01574,1395,1,24,enterprise,173.04,3726.98,tarjeta,0,avanzado,1,365,32,1,0,0,Cusco,activo,no,si,0
CL-01575,2243,40,40,mensual,73.89,2579.59,tarjeta,0,premium,1,30,41,0,0,39,Lima,activo,si,si,1
CL-01576,2384,31,31,mensual,142.29,4015.62,tarjeta,0,premium,0,30,11,0,0,30,Lima,activo,si,si,1
CL-01577,1446,1,16,enterprise,230.26,3177.89,transferencia,1,avanzado,0,365,25,1,0,0,Arequipa,activo,no,si,1
CL-01578,2457,2,35,enterprise,235.0,6354.9,factura,0,basico,1,365,39,1,0,1,Arequipa,activo,si,no,0
CL-01579,1089,3,38,enterprise,575.54,16691.32,yape,1,avanzado,1,365,1,0,1,2,Cusco,activo,si,no,1
CL-01580,1532,1,23,enterprise,307.43,7317.94,factura,0,basico,1,365,1,1,1,0,Arequipa,activo,si,no,1
CL-01581,2173,4,54,enterprise,179.54,9027.61,tarjeta,0,basico,1,365,28,1,0,3,Chiclayo,activo,si,si,1
CL-01582,352,64,64,mensual,45.26,2731.59,tarjeta,1,avanzado,1,30,7,0,0,63,Arequipa,activo,si,si,1
CL-01583,1927,56,56,mensual,194.36,11152.19,tarjeta,0,avanzado,0,30,45,0,0,55,Lima,activo,no,no,1
CL-01584,115,25,25,mensual,98.21,2247.19,transferencia,0,premium,1,30,6,0,1,24,Arequipa,activo,no,no,1
CL-01585,156,4,50,anual,46.42,2169.36,tarjeta,0,basico,0,365,34,0,0,3,Cusco,activo,no,no,1
CL-01586,2482,2,34,enterprise,74.64,2301.52,tarjeta,0,basico,1,365,15,1,0,1,Arequipa,activo,no,no,1
CL-01587,216,2,2,mensual,55.76,89.53,tarjeta,0,avanzado,0,30,42,0,0,1,Lima,inactivo,no,si,0
CL-01588,1578,3,48,anual,80.77,3270.03,yape,1,avanzado,0,365,39,0,0,2,Arequipa,activo,no,no,1
CL-01589,1600,35,35,mensual,31.42,1116.53,factura,0,basico,0,30,36,0,0,34,Trujillo,activo,si,no,1
CL-01590,1495,72,72,mensual,53.1,3376.49,tarjeta,1,basico,1,30,29,0,0,71,Trujillo,activo,si,no,1
CL-01591,229,68,68,mensual,77.86,4295.12,tarjeta,0,basico,1,30,10,0,1,67,Lima,activo,no,si,1
CL-01592,105,49,49,mensual,83.58,4088.92,tarjeta,0,premium,1,30,5,0,1,48,Lima,activo,si,no,1
CL-01593,66,3,38,enterprise,502.52,14821.97,transferencia,1,basico,1,365,12,1,0,2,Cusco,activo,no,no,0
CL-01594,2351,36,36,mensual,93.04,3154.7,transferencia,1,avanzado,0,30,4,0,0,35,Lima,activo,si,no,1
CL-01595,1874,1,7,enterprise,308.26,2071.59,tarjeta,0,premium,0,365,36,1,0,0,Lima,activo,no,si,0
CL-01596,397,1,1,anual,253.01,212.81,tarjeta,0,basico,0,365,13,1,1,0,Trujillo,activo,si,no,1
CL-01597,1185,10,10,mensual,88.24,705.98,transferencia,0,premium,0,30,20,0,0,9,Lima,activo,no,si,1
CL-01598,1350,31,31,mensual,123.18,3377.49,tarjeta,1,avanzado,1,30,28,0,0,30,Lima,activo,no,no,1
CL-01599,976,1,1,enterprise,399.06,389.69,transferencia,1,avanzado,1,365,32,0,0,0,Lima,activo,no,no,0
CL-01600,755,19,19,mensual,104.6,2019.21,yape,1,premium,0,30,27,0,0,18,Arequipa,activo,si,si,1
CL-01601,297,2,26,enterprise,596.4,15422.68,factura,0,basico,1,365,34,0,0,1,Chiclayo,activo,no,si,0
CL-01602,959,27,27,mensual,186.26,3937.01,tarjeta,0,premium,1,30,6,0,0,26,Piura,activo,no,si,1
CL-01603,82,1,16,anual,101.13,1321.7,yape,1,basico,0,365,13,1,1,0,Cusco,activo,si,no,1
CL-01604,825,1,23,enterprise,315.53,6786.17,transferencia,1,basico,1,365,35,1,0,0,Arequipa,activo,no,no,0
CL-01605,1750,72,72,mensual,77.79,5393.5,tarjeta,1,basico,0,30,33,0,0,71,Piura,activo,no,si,1
CL-01606,654,48,48,mensual,159.21,5751.59,tarjeta,0,avanzado,0,30,29,0,0,47,Piura,activo,no,no,1
CL-01607,2439,1,18,enterprise,93.08,1328.24,transferencia,0,basico,0,365,43,1,0,0,Lima,activo,si,si,1
CL-01608,651,30,30,mensual,50.16,1171.04,factura,1,basico,0,30,45,0,0,29,Arequipa,activo,no,no,1
CL-01609,2178,31,31,mensual,151.06,3991.36,factura,1,basico,0,30,4,0,1,30,Piura,activo,no,si,1
CL-01610,206,13,13,mensual,134.51,1668.61,transferencia,1,basico,0,30,25,0,0,12,Piura,activo,si,no,0
CL-01611,1418,13,13,mensual,163.96,2201.73,yape,1,basico,0,30,41,0,0,12,Piura,activo,no,si,1
CL-01612,55,4,57,enterprise,483.03,21388.98,tarjeta,0,avanzado,1,365,15,0,0,3,Chiclayo,activo,si,no,1
CL-01613,1149,1,22,enterprise,396.41,7864.85,yape,0,avanzado,0,365,3,1,1,0,Lima,activo,no,no,1
CL-01614,1012,5,5,mensual,102.94,443.54,tarjeta,0,avanzado,0,30,6,0,1,4,Arequipa,activo,si,no,1
CL-01615,246,2,31,enterprise,229.16,6176.87,transferencia,0,avanzado,1,365,33,0,0,1,Lima,activo,si,no,1
CL-01616,206,35,35,mensual,187.21,5048.02,yape,1,basico,1,30,42,0,0,34,Arequipa,activo,no,no,1
CL-01617,1776,1,1,mensual,170.19,142.36,transferencia,0,basico,1,30,32,0,0,0,Lima,activo,si,no,0
CL-01618,864,2,31,anual,206.94,5297.22,tarjeta,0,avanzado,1,365,2,0,1,1,Lima,activo,no,si,1
CL-01619,601,4,53,enterprise,287.78,14725.98,factura,0,avanzado,1,365,19,0,0,3,Arequipa,activo,no,si,1
CL-01620,602,43,43,mensual,162.99,6605.98,tarjeta,1,avanzado,0,30,16,0,0,42,Trujillo,activo,no,no,1
CL-01621,1212,72,72,mensual,122.84,8321.71,tarjeta,1,basico,1,30,42,0,0,71,Lima,activo,no,si,1
CL-01622,1244,63,63,mensual,144.54,8248.03,transferencia,0,avanzado,0,30,24,0,0,62,Piura,inactivo,no,no,1
CL-01623,1956,5,67,enterprise,365.17,20860.67,yape,1,avanzado,1,365,11,0,0,4,Lima,activo,si,si,1
CL-01624,1577,72,72,mensual,109.52,6490.8,transferencia,1,avanzado,0,30,26,0,0,71,Trujillo,activo,no,no,1
CL-01625,1714,50,50,mensual,86.92,3274.21,factura,1,premium,1,30,34,0,0,49,Piura,activo,si,si,1
CL-01626,973,2,36,anual,186.74,5340.32,tarjeta,0,avanzado,1,365,27,1,0,1,Piura,activo,no,no,1
CL-01627,2313,56,56,mensual,91.93,4200.65,transferencia,0,avanzado,0,30,19,0,0,55,Arequipa,activo,no,no,1
CL-01628,1146,18,18,mensual,232.7,4367.32,tarjeta,1,avanzado,0,30,33,0,0,17,Lima,activo,si,si,1
CL-01629,2064,35,35,mensual,128.11,4668.3,tarjeta,0,premium,0,30,14,0,0,34,Lima,activo,no,no,1
CL-01630,2473,16,16,mensual,77.09,1209.14,tarjeta,0,premium,0,30,6,0,1,15,Trujillo,activo,no,si,1
CL-01631,1867,42,42,mensual,164.08,6430.31,tarjeta,0,basico,0,30,39,0,0,41,Lima,activo,no,no,1
CL-01632,1096,1,16,enterprise,275.86,4195.91,yape,0,basico,1,365,33,0,0,0,Lima,activo,no,no,0
CL-01633,2399,1,15,anual,275.86,3848.93,yape,0,premium,0,365,33,1,0,0,Lima,activo,no,si,0
CL-01634,1039,3,42,anual,154.86,6140.21,factura,0,avanzado,0,365,41,0,0,2,Lima,activo,no,si,1
CL-01635,164,2,28,enterprise,358.94,8198.76,transferencia,0,avanzado,0,365,33,0,0,1,Cusco,inactivo,no,no,0
CL-01636,1420,1,1,mensual,112.83,117.68,transferencia,1,avanzado,0,30,2,0,1,0,Arequipa,activo,si,si,0
CL-01637,1398,1,1,mensual,107.03,104.57,tarjeta,1,basico,0,30,38,0,0,0,Piura,activo,no,si,0
CL-01638,76,1,4,enterprise,162.09,531.83,tarjeta,0,premium,1,365,2,1,1,0,Lima,activo,no,si,1
CL-01639,2150,10,10,mensual,173.75,1570.86,transferencia,1,avanzado,0,30,32,0,0,9,Chiclayo,activo,no,si,0
CL-01640,1228,3,42,anual,216.43,8969.75,transferencia,0,premium,1,365,45,1,0,2,Chiclayo,activo,no,no,1
CL-01641,2100,3,37,anual,345.85,13095.22,transferencia,1,avanzado,1,365,19,1,0,2,Arequipa,inactivo,no,si,0
CL-01642,104,58,58,mensual,98.29,4932.08,yape,0,basico,1,30,15,0,0,57,Lima,activo,si,no,1
CL-01643,663,50,50,mensual,87.12,3899.14,tarjeta,1,premium,0,30,42,0,0,49,Lima,activo,si,no,1
CL-01644,692,58,58,mensual,149.22,7295.66,tarjeta,0,avanzado,0,30,21,0,0,57,Piura,activo,si,no,1
CL-01645,2019,47,47,mensual,63.95,2593.8,factura,0,avanzado,0,30,42,0,0,46,Arequipa,activo,no,si,1
CL-01646,1948,37,37,mensual,142.24,4306.68,tarjeta,1,basico,0,30,14,0,1,36,Lima,activo,no,no,1
CL-01647,116,59,59,mensual,196.13,8782.59,factura,1,avanzado,1,30,9,0,0,58,Lima,activo,no,si,1
CL-01648,518,4,54,enterprise,516.86,24418.82,tarjeta,0,avanzado,1,365,26,1,0,3,Chiclayo,activo,no,no,0
CL-01649,458,3,41,enterprise,268.48,9809.75,tarjeta,0,avanzado,1,365,17,1,0,2,Chiclayo,inactivo,no,no,0
CL-01650,1228,5,63,enterprise,251.62,15597.94,transferencia,1,premium,1,365,33,1,0,4,Lima,activo,no,si,1
CL-01651,1855,1,1,mensual,118.93,107.84,tarjeta,1,avanzado,0,30,14,0,0,0,Arequipa,activo,no,no,0
CL-01652,1734,25,25,mensual,114.81,2433.74,factura,1,basico,0,30,35,0,0,24,Cusco,activo,no,no,1
CL-01653,180,24,24,mensual,67.48,1439.71,transferencia,0,premium,0,30,16,0,0,23,Cusco,activo,no,no,1
CL-01654,2444,60,60,mensual,191.42,11357.02,transferencia,1,premium,1,30,16,0,0,59,Trujillo,activo,si,no,1
CL-01655,2280,5,70,enterprise,316.47,19811.01,transferencia,1,premium,1,365,32,0,0,4,Piura,activo,si,no,1
CL-01656,1604,1,1,mensual,61.21,56.1,tarjeta,1,premium,0,30,12,0,0,0,Cusco,activo,si,no,0
CL-01657,2266,67,67,mensual,189.31,10171.11,transferencia,0,avanzado,1,30,13,0,0,66,Trujillo,activo,no,no,1
CL-01658,2208,1,3,enterprise,345.21,779.09,tarjeta,0,avanzado,1,365,25,1,0,0,Arequipa,activo,si,si,0
CL-01659,2248,4,4,mensual,67.34,277.15,transferencia,0,avanzado,1,30,15,0,0,3,Cusco,activo,si,si,1
CL-01660,511,26,26,mensual,70.06,1512.6,transferencia,1,basico,0,30,18,0,0,25,Cusco,activo,no,si,1
CL-01661,1609,24,24,mensual,216.67,4442.29,factura,0,premium,1,30,16,0,0,23,Lima,activo,si,si,1
CL-01662,190,1,1,anual,363.31,285.0,transferencia,1,basico,1,365,28,1,0,0,Arequipa,activo,no,no,0
CL-01663,41,3,48,enterprise,519.12,22523.15,factura,0,avanzado,0,365,16,1,0,2,Arequipa,inactivo,no,si,1
